

Measurement ID,6324
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1271
Program,168 - MSM_Rate_2C
Start Time,8/20/2020 11:18:15 AM
End Time,8/21/2020 1:34:12 AM
Test section,TS006017
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001,
5,PAU,5400.018,5400.433,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,5520.068,5520.483,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,5640.034,5640.449,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,5760.064,5760.479,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,5880.071,5880.486,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6000.106,6000.521,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6120.067,6120.482,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6240.059,6240.474,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6360.046,6360.461,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6480.038,6480.453,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6600.030,6600.445,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6720.034,6720.449,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6840.141,6840.556,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,6960.046,6960.461,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,7080.085,7080.500,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,7200.093,7200.508,0,0,MSM_Rate_2C,4.14310,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
5,PAU,7200.093,7200.508,0,0,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
7,RANGE,0.000,7200.547,1,1,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
7,RANGE,0.000,7200.547,1,1,MSM_Rate_2C,4.14321,0.00000,0.00000,0.00000,0.00000,0.00000,24.50000,
8,CHA,0.000,7200.547,1,1,MSM_Rate_2C,4.19416,1.66931,0.00000,0.00000,0.00000,0.00000,24.50000,
8,CHA,1.027,7201.574,1,1,MSM_Rate_2C,4.19739,1.66967,0.00049,0.00000,0.00204,7.00790,24.50000,
8,CHA,1.987,7202.534,1,1,MSM_Rate_2C,4.19894,1.67003,0.00088,0.00000,0.00371,7.01237,24.50000,
8,CHA,3.053,7203.600,1,1,MSM_Rate_2C,4.19995,1.65999,0.00143,0.00000,0.00602,6.98975,24.50000,
8,CHA,4.002,7204.549,1,1,MSM_Rate_2C,4.19983,1.62733,0.00186,0.00000,0.00781,6.84977,24.50000,
8,CHA,5.108,7205.655,1,1,MSM_Rate_2C,4.19995,1.59504,0.00229,0.00000,0.00961,6.69906,24.50000,
8,CHA,6.034,7206.581,1,1,MSM_Rate_2C,4.19983,1.56920,0.00269,0.00000,0.01129,6.59038,24.50000,
8,CHA,7.006,7207.553,1,1,MSM_Rate_2C,4.19983,1.54372,0.00318,0.00000,0.01336,6.49108,24.50000,
8,CHA,8.090,7208.637,1,1,MSM_Rate_2C,4.19995,1.52076,0.00357,0.00000,0.01498,6.38709,24.50000,
8,CHA,9.027,7209.574,1,1,MSM_Rate_2C,4.19995,1.49958,0.00397,0.00000,0.01665,6.29817,24.50000,
8,CHA,10.023,7210.570,1,1,MSM_Rate_2C,4.19983,1.47985,0.00444,0.00000,0.01866,6.22115,24.50000,
8,CHA,11.050,7211.597,1,1,MSM_Rate_2C,4.19995,1.45796,0.00484,0.00000,0.02034,6.12335,24.50000,
8,CHA,12.070,7212.617,1,1,MSM_Rate_2C,4.19983,1.44038,0.00528,0.00000,0.02218,6.06290,24.50000,
8,CHA,13.012,7213.559,1,1,MSM_Rate_2C,4.19983,1.42638,0.00563,0.00000,0.02363,5.99675,24.50000,
8,CHA,13.994,7214.541,1,1,MSM_Rate_2C,4.19983,1.40880,0.00599,0.00000,0.02514,5.91672,24.50000,
8,CHA,15.048,7215.595,1,1,MSM_Rate_2C,4.19983,1.39337,0.00645,0.00000,0.02711,5.85810,24.50000,
8,CHA,16.070,7216.617,1,1,MSM_Rate_2C,4.19995,1.37722,0.00680,0.00000,0.02855,5.78425,24.50000,
8,CHA,17.103,7217.650,1,1,MSM_Rate_2C,4.19995,1.36323,0.00717,0.00000,0.03013,5.72547,24.50000,
8,CHA,18.078,7218.625,1,1,MSM_Rate_2C,4.19995,1.34995,0.00759,0.00000,0.03186,5.67559,24.50000,
8,CHA,19.123,7219.670,1,1,MSM_Rate_2C,4.19995,1.33560,0.00798,0.00000,0.03350,5.61983,24.50000,
8,CHA,19.995,7220.542,1,1,MSM_Rate_2C,4.19995,1.32375,0.00830,0.00000,0.03487,5.56256,24.50000,
8,CHA,21.018,7221.565,1,1,MSM_Rate_2C,4.19995,1.31084,0.00865,0.00000,0.03632,5.50544,24.50000,
8,CHA,22.101,7222.648,1,1,MSM_Rate_2C,4.19983,1.29899,0.00906,0.00000,0.03806,5.46023,24.50000,
8,CHA,22.979,7223.526,1,1,MSM_Rate_2C,4.19983,1.28715,0.00938,0.00000,0.03941,5.41185,24.50000,
8,CHA,24.079,7224.626,1,1,MSM_Rate_2C,4.19995,1.27531,0.00972,0.00000,0.04081,5.35624,24.50000,
8,CHA,25.092,7225.639,1,1,MSM_Rate_2C,4.19983,1.26419,0.01012,0.00000,0.04250,5.31253,24.50000,
8,CHA,26.058,7226.605,1,1,MSM_Rate_2C,4.19995,1.25342,0.01042,0.00000,0.04377,5.26430,24.50000,
8,CHA,27.154,7227.701,1,1,MSM_Rate_2C,4.19983,1.24230,0.01079,0.00000,0.04531,5.21744,24.50000,
8,CHA,28.144,7228.691,1,1,MSM_Rate_2C,4.19995,1.23189,0.01117,0.00000,0.04691,5.17689,24.50000,
8,CHA,29.172,7229.719,1,1,MSM_Rate_2C,4.19983,1.22220,0.01148,0.00000,0.04821,5.13305,24.50000,
8,CHA,30.063,7230.610,1,1,MSM_Rate_2C,4.19983,1.21251,0.01184,0.00000,0.04973,5.09537,24.50000,
8,CHA,31.167,7231.714,1,1,MSM_Rate_2C,4.19983,1.20283,0.01216,0.00000,0.05106,5.05167,24.50000,
8,CHA,32.031,7232.578,1,1,MSM_Rate_2C,4.19995,1.19385,0.01251,0.00000,0.05255,5.01550,24.50000,
8,CHA,33.038,7233.585,1,1,MSM_Rate_2C,4.19995,1.18560,0.01279,0.00000,0.05373,4.97946,24.50000,
8,CHA,34.047,7234.594,1,1,MSM_Rate_2C,4.19983,1.17735,0.01315,0.00000,0.05521,4.94630,24.50000,
8,CHA,35.055,7235.602,1,1,MSM_Rate_2C,4.19995,1.16766,0.01347,0.00000,0.05657,4.90411,24.50000,
8,CHA,35.997,7236.544,1,1,MSM_Rate_2C,4.19995,1.16048,0.01374,0.00000,0.05770,4.87396,24.50000,
8,CHA,37.067,7237.614,1,1,MSM_Rate_2C,4.19995,1.15008,0.01412,0.00000,0.05928,4.83026,24.50000,
8,CHA,38.046,7238.593,1,1,MSM_Rate_2C,4.19983,1.14290,0.01446,0.00000,0.06074,4.80464,24.50000,
8,CHA,39.061,7239.608,1,1,MSM_Rate_2C,4.19995,1.13429,0.01474,0.00000,0.06189,4.76394,24.50000,
8,CHA,40.073,7240.620,1,1,MSM_Rate_2C,4.19983,1.12711,0.01509,0.00000,0.06337,4.73531,24.50000,
8,CHA,41.051,7241.598,1,1,MSM_Rate_2C,4.19995,1.11886,0.01536,0.00000,0.06452,4.69914,24.50000,
8,CHA,42.058,7242.605,1,1,MSM_Rate_2C,4.19995,1.11168,0.01572,0.00000,0.06601,4.67352,24.50000,
8,CHA,43.066,7243.613,1,1,MSM_Rate_2C,4.19995,1.10343,0.01598,0.00000,0.06711,4.63433,24.50000,
8,CHA,44.023,7244.570,1,1,MSM_Rate_2C,4.19995,1.09697,0.01631,0.00000,0.06848,4.61173,24.50000,
8,CHA,45.096,7245.643,1,1,MSM_Rate_2C,4.19995,1.08943,0.01658,0.00000,0.06964,4.57556,24.50000,
8,CHA,46.113,7246.660,1,1,MSM_Rate_2C,4.19995,1.08190,0.01693,0.00000,0.07109,4.54692,24.50000,
8,CHA,47.008,7247.555,1,1,MSM_Rate_2C,4.19995,1.07508,0.01719,0.00000,0.07221,4.51967,24.50000,
8,CHA,48.043,7248.590,1,1,MSM_Rate_2C,4.19995,1.06826,0.01751,0.00000,0.07355,4.48815,24.50000,
8,CHA,49.011,7249.558,1,1,MSM_Rate_2C,4.19983,1.06180,0.01779,0.00000,0.07471,4.45939,24.50000,
8,CHA,50.113,7250.660,1,1,MSM_Rate_2C,4.19995,1.05463,0.01811,0.00000,0.07606,4.43238,24.50000,
8,CHA,51.091,7251.638,1,1,MSM_Rate_2C,4.19995,1.04852,0.01839,0.00000,0.07722,4.40375,24.50000,
8,CHA,52.103,7252.650,1,1,MSM_Rate_2C,4.19995,1.04135,0.01870,0.00000,0.07853,4.37511,24.50000,
8,CHA,52.998,7253.545,1,1,MSM_Rate_2C,4.19983,1.03668,0.01897,0.00000,0.07968,4.35552,24.50000,
8,CHA,54.005,7254.552,1,1,MSM_Rate_2C,4.19983,1.02987,0.01921,0.00000,0.08070,4.32526,24.50000,
8,CHA,55.016,7255.563,1,1,MSM_Rate_2C,4.19995,1.02412,0.01953,0.00000,0.08202,4.30277,24.50000,
8,CHA,56.024,7256.571,1,1,MSM_Rate_2C,4.19983,1.01874,0.01978,0.00000,0.08305,4.27855,24.50000,
8,CHA,57.058,7257.605,1,1,MSM_Rate_2C,4.19983,1.01192,0.02010,0.00000,0.08443,4.24991,24.50000,
8,CHA,58.014,7258.561,1,1,MSM_Rate_2C,4.19995,1.00690,0.02034,0.00000,0.08543,4.22892,24.50000,
8,CHA,59.017,7259.564,1,1,MSM_Rate_2C,4.19995,1.00152,0.02065,0.00000,0.08672,4.20632,24.50000,
8,CHA,60.085,7260.632,1,1,MSM_Rate_2C,4.19983,0.99506,0.02096,0.00000,0.08801,4.18070,24.50000,
8,CHA,60.979,7261.526,1,1,MSM_Rate_2C,4.19983,0.99003,0.02120,0.00000,0.08904,4.15960,24.50000,
8,CHA,62.098,7262.645,1,1,MSM_Rate_2C,4.19995,0.98429,0.02150,0.00000,0.09031,4.13537,24.50000,
8,CHA,63.003,7263.550,1,1,MSM_Rate_2C,4.19995,0.97819,0.02175,0.00000,0.09133,4.10836,24.50000,
8,CHA,63.999,7264.546,1,1,MSM_Rate_2C,4.19983,0.97281,0.02204,0.00000,0.09256,4.08726,24.50000,
8,CHA,65.031,7265.578,1,1,MSM_Rate_2C,4.19983,0.96779,0.02228,0.00000,0.09356,4.06454,24.50000,
8,CHA,66.035,7266.582,1,1,MSM_Rate_2C,4.19995,0.96276,0.02257,0.00000,0.09481,4.04495,24.50000,
8,CHA,67.079,7267.626,1,1,MSM_Rate_2C,4.19983,0.95702,0.02283,0.00000,0.09587,4.01933,24.50000,
8,CHA,68.065,7268.612,1,1,MSM_Rate_2C,4.19995,0.95236,0.02308,0.00000,0.09695,3.99984,24.60000,
8,CHA,69.124,7269.671,1,1,MSM_Rate_2C,4.19995,0.94733,0.02339,0.00000,0.09824,3.98165,24.60000,
8,CHA,70.009,7270.556,1,1,MSM_Rate_2C,4.19995,0.94267,0.02363,0.00000,0.09922,3.96367,24.60000,
8,CHA,71.062,7271.609,1,1,MSM_Rate_2C,4.19983,0.93764,0.02387,0.00000,0.10025,3.93795,24.60000,
8,CHA,72.000,7272.547,1,1,MSM_Rate_2C,4.19995,0.93298,0.02411,0.00000,0.10125,3.91846,24.60000,
8,CHA,73.019,7273.566,1,1,MSM_Rate_2C,4.19995,0.92831,0.02440,0.00000,0.10249,3.90188,24.60000,
8,CHA,73.997,7274.544,1,1,MSM_Rate_2C,4.19995,0.92401,0.02467,0.00000,0.10361,3.88380,24.60000,
8,CHA,75.011,7275.558,1,1,MSM_Rate_2C,4.19983,0.91934,0.02488,0.00000,0.10451,3.86109,24.60000,
8,CHA,76.036,7276.583,1,1,MSM_Rate_2C,4.19983,0.91396,0.02518,0.00000,0.10577,3.84009,24.60000,
8,CHA,77.068,7277.615,1,1,MSM_Rate_2C,4.19995,0.90930,0.02542,0.00000,0.10675,3.81899,24.60000,
8,CHA,78.075,7278.622,1,1,MSM_Rate_2C,4.19995,0.90499,0.02567,0.00000,0.10779,3.80091,24.60000,
8,CHA,79.008,7279.555,1,1,MSM_Rate_2C,4.19995,0.90140,0.02587,0.00000,0.10865,3.78584,24.60000,
8,CHA,80.053,7280.600,1,1,MSM_Rate_2C,4.19983,0.89638,0.02619,0.00000,0.10998,3.76765,24.60000,
8,CHA,81.030,7281.577,1,1,MSM_Rate_2C,4.19995,0.89171,0.02641,0.00000,0.11091,3.74514,24.60000,
8,CHA,81.976,7282.523,1,1,MSM_Rate_2C,4.19983,0.88812,0.02664,0.00000,0.11188,3.72998,24.60000,
8,CHA,83.073,7283.620,1,1,MSM_Rate_2C,4.19995,0.88274,0.02692,0.00000,0.11304,3.70747,24.60000,
8,CHA,84.031,7284.578,1,1,MSM_Rate_2C,4.19995,0.87951,0.02715,0.00000,0.11402,3.69390,24.60000,
8,CHA,85.155,7285.702,1,1,MSM_Rate_2C,4.19995,0.87521,0.02744,0.00000,0.11524,3.67733,24.60000,
8,CHA,86.067,7286.614,1,1,MSM_Rate_2C,4.19995,0.87090,0.02766,0.00000,0.11615,3.66065,24.60000,
8,CHA,87.019,7287.566,1,1,MSM_Rate_2C,4.19983,0.86659,0.02789,0.00000,0.11714,3.64257,24.60000,
8,CHA,88.050,7288.597,1,1,MSM_Rate_2C,4.19995,0.86301,0.02810,0.00000,0.11803,3.62458,24.60000,
8,CHA,89.017,7289.564,1,1,MSM_Rate_2C,4.19995,0.85942,0.02834,0.00000,0.11901,3.60951,24.60000,
8,CHA,90.056,7290.603,1,1,MSM_Rate_2C,4.19995,0.85547,0.02862,0.00000,0.12018,3.59443,24.60000,
8,CHA,90.979,7291.526,1,1,MSM_Rate_2C,4.19995,0.85152,0.02883,0.00000,0.12109,3.57936,24.60000,
8,CHA,91.993,7292.540,1,1,MSM_Rate_2C,4.19983,0.84758,0.02905,0.00000,0.12200,3.55968,24.60000,
8,CHA,92.995,7293.542,1,1,MSM_Rate_2C,4.19983,0.84363,0.02930,0.00000,0.12307,3.54470,24.60000,
8,CHA,94.145,7294.692,1,1,MSM_Rate_2C,4.19995,0.84004,0.02957,0.00000,0.12420,3.52652,24.60000,
8,CHA,95.025,7295.572,1,1,MSM_Rate_2C,4.19983,0.83573,0.02978,0.00000,0.12506,3.50994,24.60000,
8,CHA,96.017,7296.564,1,1,MSM_Rate_2C,4.19995,0.83250,0.03002,0.00000,0.12610,3.49638,24.60000,
8,CHA,97.026,7297.573,1,1,MSM_Rate_2C,4.19983,0.82927,0.03021,0.00000,0.12687,3.48282,24.60000,
8,CHA,98.007,7298.554,1,1,MSM_Rate_2C,4.19983,0.82533,0.03048,0.00000,0.12802,3.46633,24.60000,
8,CHA,99.014,7299.561,1,1,MSM_Rate_2C,4.19995,0.82138,0.03067,0.00000,0.12881,3.44975,24.60000,
8,CHA,99.987,7300.534,1,1,MSM_Rate_2C,4.19995,0.81815,0.03093,0.00000,0.12989,3.43610,24.60000,
8,CHA,101.066,7301.613,1,1,MSM_Rate_2C,4.19983,0.81384,0.03116,0.00000,0.13085,3.42112,24.60000,
8,CHA,102.001,7302.548,1,1,MSM_Rate_2C,4.19995,0.81062,0.03137,0.00000,0.13174,3.40454,24.60000,
8,CHA,103.087,7303.634,1,1,MSM_Rate_2C,4.19995,0.80739,0.03162,0.00000,0.13278,3.39089,24.60000,
8,CHA,104.009,7304.556,1,1,MSM_Rate_2C,4.19983,0.80344,0.03182,0.00000,0.13366,3.37431,24.60000,
8,CHA,105.006,7305.553,1,1,MSM_Rate_2C,4.19983,0.80021,0.03206,0.00000,0.13466,3.36234,24.60000,
8,CHA,106.043,7306.590,1,1,MSM_Rate_2C,4.19995,0.79698,0.03226,0.00000,0.13550,3.34727,24.60000,
8,CHA,107.050,7307.597,1,1,MSM_Rate_2C,4.19995,0.79339,0.03251,0.00000,0.13652,3.33513,24.60000,
8,CHA,108.010,7308.557,1,1,MSM_Rate_2C,4.19995,0.79016,0.03272,0.00000,0.13740,3.32014,24.60000,
8,CHA,109.018,7309.565,1,1,MSM_Rate_2C,4.19995,0.78729,0.03292,0.00000,0.13824,3.30658,24.60000,
8,CHA,110.019,7310.566,1,1,MSM_Rate_2C,4.19983,0.78370,0.03315,0.00000,0.13923,3.29293,24.60000,
8,CHA,111.050,7311.597,1,1,MSM_Rate_2C,4.19995,0.78047,0.03336,0.00000,0.14011,3.27794,24.60000,
8,CHA,111.992,7312.539,1,1,MSM_Rate_2C,4.19995,0.77760,0.03357,0.00000,0.14098,3.26589,24.60000,
8,CHA,113.069,7313.616,1,1,MSM_Rate_2C,4.19983,0.77401,0.03381,0.00000,0.14200,3.25082,24.60000,
8,CHA,114.100,7314.647,1,1,MSM_Rate_2C,4.19983,0.77114,0.03400,0.00000,0.14281,3.23867,24.60000,
8,CHA,115.068,7315.615,1,1,MSM_Rate_2C,4.19995,0.76720,0.03421,0.00000,0.14367,3.22218,24.60000,
8,CHA,116.038,7316.585,1,1,MSM_Rate_2C,4.19995,0.76433,0.03445,0.00000,0.14469,3.21155,24.60000,
8,CHA,117.028,7317.575,1,1,MSM_Rate_2C,4.19983,0.76145,0.03465,0.00000,0.14551,3.19807,24.60000,
8,CHA,118.028,7318.575,1,1,MSM_Rate_2C,4.19983,0.75858,0.03484,0.00000,0.14633,3.18593,24.60000,
8,CHA,119.076,7319.623,1,1,MSM_Rate_2C,4.19995,0.75500,0.03509,0.00000,0.14736,3.17236,24.60000,
8,CHA,120.059,7320.606,1,1,MSM_Rate_2C,4.19983,0.75212,0.03527,0.00000,0.14811,3.15880,24.60000,
8,CHA,120.993,7321.540,1,1,MSM_Rate_2C,4.19983,0.74925,0.03546,0.00000,0.14894,3.14674,24.60000,
8,CHA,122.176,7322.723,1,1,MSM_Rate_2C,4.19983,0.74567,0.03572,0.00000,0.15004,3.13318,24.60000,
8,CHA,123.093,7323.640,1,1,MSM_Rate_2C,4.19983,0.74351,0.03591,0.00000,0.15081,3.12414,24.60000,
8,CHA,124.031,7324.578,1,1,MSM_Rate_2C,4.19995,0.74064,0.03610,0.00000,0.15162,3.11066,24.60000,
8,CHA,125.106,7325.653,1,1,MSM_Rate_2C,4.19995,0.73777,0.03633,0.00000,0.15258,3.09860,24.60000,
8,CHA,126.052,7326.599,1,1,MSM_Rate_2C,4.19983,0.73454,0.03652,0.00000,0.15336,3.08495,24.60000,
8,CHA,127.101,7327.648,1,1,MSM_Rate_2C,4.19983,0.73167,0.03674,0.00000,0.15432,3.07290,24.60000,
8,CHA,128.166,7328.713,1,1,MSM_Rate_2C,4.19983,0.72880,0.03693,0.00000,0.15509,3.06084,24.60000,
8,CHA,129.044,7329.591,1,1,MSM_Rate_2C,4.19995,0.72557,0.03715,0.00000,0.15601,3.04878,24.60000,
8,CHA,130.034,7330.581,1,1,MSM_Rate_2C,4.19995,0.72270,0.03732,0.00000,0.15674,3.03530,24.60000,
8,CHA,131.030,7331.577,1,1,MSM_Rate_2C,4.19983,0.72019,0.03754,0.00000,0.15765,3.02626,24.60000,
8,CHA,132.067,7332.614,1,1,MSM_Rate_2C,4.19995,0.71732,0.03772,0.00000,0.15843,3.01269,24.60000,
8,CHA,133.065,7333.612,1,1,MSM_Rate_2C,4.19995,0.71481,0.03794,0.00000,0.15936,3.00516,24.60000,
8,CHA,134.012,7334.559,1,1,MSM_Rate_2C,4.19983,0.71229,0.03811,0.00000,0.16006,2.99152,24.60000,
8,CHA,135.023,7335.570,1,1,MSM_Rate_2C,4.19995,0.70942,0.03832,0.00000,0.16093,2.97954,24.60000,
8,CHA,136.092,7336.639,1,1,MSM_Rate_2C,4.19983,0.70655,0.03850,0.00000,0.16169,2.96740,24.60000,
8,CHA,137.018,7337.565,1,1,MSM_Rate_2C,4.19995,0.70368,0.03868,0.00000,0.16247,2.95542,24.60000,
8,CHA,138.089,7338.636,1,1,MSM_Rate_2C,4.19983,0.70117,0.03893,0.00000,0.16349,2.94630,24.60000,
8,CHA,139.111,7339.658,1,1,MSM_Rate_2C,4.19995,0.69830,0.03909,0.00000,0.16418,2.93282,24.60000,
