

Measurement ID,6344
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1266
Program,167 - MSM_Rate_1C
Start Time,8/24/2020 10:58:08 AM
End Time,8/25/2020 5:20:06 AM
Test section,TS006037
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001,LogTemp002,
8,CHA,9.029,7209.568,1,1,MSM_Rate_1C,3.33889,1.66977,0.00424,0.00000,0.01410,5.57498,9.50000,0.00000,
8,CHA,9.747,7210.286,1,1,MSM_Rate_1C,3.34000,1.66977,0.00455,0.00000,0.01514,5.57647,9.50000,0.00000,
8,CHA,10.089,7210.628,1,1,MSM_Rate_1C,3.34045,1.66977,0.00474,0.00000,0.01579,5.57777,9.50000,0.00000,
8,CHA,11.031,7211.570,1,1,MSM_Rate_1C,3.34200,1.66977,0.00519,0.00000,0.01727,5.58036,9.50000,0.00000,
8,CHA,11.987,7212.526,1,1,MSM_Rate_1C,3.34345,1.66977,0.00562,0.00000,0.01871,5.58278,9.50000,0.00000,
8,CHA,13.040,7213.579,1,1,MSM_Rate_1C,3.34490,1.66977,0.00604,0.00000,0.02013,5.58482,9.50000,0.00000,
8,CHA,14.041,7214.580,1,1,MSM_Rate_1C,3.34634,1.66977,0.00658,0.00000,0.02194,5.58760,9.50000,0.00000,
8,CHA,15.036,7215.575,1,1,MSM_Rate_1C,3.34779,1.66977,0.00697,0.00000,0.02323,5.58983,9.50000,0.00000,
8,CHA,16.039,7216.578,1,1,MSM_Rate_1C,3.34912,1.66977,0.00748,0.00000,0.02496,5.59225,9.50000,0.00000,
8,CHA,16.704,7217.243,1,1,MSM_Rate_1C,3.35001,1.66977,0.00780,0.00000,0.02602,5.59373,9.50000,0.00000,
8,CHA,17.033,7217.572,1,1,MSM_Rate_1C,3.35045,1.66977,0.00789,0.00000,0.02632,5.59447,9.50000,0.00000,
8,CHA,18.029,7218.568,1,1,MSM_Rate_1C,3.35179,1.66977,0.00842,0.00000,0.02808,5.59670,9.50000,0.00000,
8,CHA,18.978,7219.517,1,1,MSM_Rate_1C,3.35312,1.66977,0.00881,0.00000,0.02940,5.59874,9.50000,0.00000,
8,CHA,20.057,7220.596,1,1,MSM_Rate_1C,3.35446,1.66977,0.00930,0.00000,0.03103,5.60097,9.50000,0.00000,
8,CHA,21.086,7221.625,1,1,MSM_Rate_1C,3.35590,1.66977,0.00979,0.00000,0.03270,5.60338,9.50000,0.00000,
8,CHA,22.079,7222.618,1,1,MSM_Rate_1C,3.35713,1.67012,0.01031,0.00000,0.03444,5.60681,9.50000,0.00000,
8,CHA,23.101,7223.640,1,1,MSM_Rate_1C,3.35824,1.66977,0.01070,0.00000,0.03575,5.60747,9.50000,0.00000,
8,CHA,23.977,7224.516,1,1,MSM_Rate_1C,3.35946,1.66977,0.01113,0.00000,0.03720,5.60933,9.50000,0.00000,
8,CHA,24.479,7225.018,1,1,MSM_Rate_1C,3.36002,1.66977,0.01140,0.00000,0.03810,5.61044,9.50000,0.00000,
8,CHA,25.065,7225.604,1,1,MSM_Rate_1C,3.36079,1.66977,0.01166,0.00000,0.03896,5.61155,9.50000,0.00000,
8,CHA,26.007,7226.546,1,1,MSM_Rate_1C,3.36179,1.66977,0.01205,0.00000,0.04029,5.61341,9.50000,0.00000,
8,CHA,27.016,7227.555,1,1,MSM_Rate_1C,3.36302,1.67012,0.01261,0.00000,0.04217,5.61665,9.50000,0.00000,
8,CHA,28.009,7228.548,1,1,MSM_Rate_1C,3.36424,1.66977,0.01300,0.00000,0.04348,5.61731,9.50000,0.00000,
8,CHA,29.007,7229.546,1,1,MSM_Rate_1C,3.36535,1.66977,0.01354,0.00000,0.04530,5.61935,9.50000,0.00000,
8,CHA,30.061,7230.600,1,1,MSM_Rate_1C,3.36669,1.67012,0.01403,0.00000,0.04692,5.62278,9.50000,0.00000,
8,CHA,31.056,7231.595,1,1,MSM_Rate_1C,3.36780,1.66977,0.01446,0.00000,0.04840,5.62306,9.50000,0.00000,
8,CHA,32.049,7232.588,1,1,MSM_Rate_1C,3.36880,1.66977,0.01495,0.00000,0.05005,5.62511,9.50000,0.00000,
8,CHA,33.045,7233.584,1,1,MSM_Rate_1C,3.36991,1.67012,0.01532,0.00000,0.05127,5.62678,9.50000,0.00000,
8,CHA,33.105,7233.644,1,1,MSM_Rate_1C,3.37013,1.66977,0.01544,0.00000,0.05170,5.62733,9.50000,0.00000,
8,CHA,34.002,7234.541,1,1,MSM_Rate_1C,3.37102,1.66977,0.01585,0.00000,0.05309,5.62882,9.50000,0.00000,
8,CHA,35.016,7235.555,1,1,MSM_Rate_1C,3.37213,1.67012,0.01624,0.00000,0.05440,5.63049,9.50000,0.00000,
8,CHA,36.025,7236.564,1,1,MSM_Rate_1C,3.37325,1.66977,0.01680,0.00000,0.05627,5.63253,9.50000,0.00000,
8,CHA,37.024,7237.563,1,1,MSM_Rate_1C,3.37425,1.66977,0.01716,0.00000,0.05750,5.63420,9.50000,0.00000,
8,CHA,38.000,7238.539,1,1,MSM_Rate_1C,3.37536,1.66977,0.01771,0.00000,0.05934,5.63606,9.50000,0.00000,
8,CHA,39.028,7239.567,1,1,MSM_Rate_1C,3.37647,1.66977,0.01816,0.00000,0.06085,5.63875,9.50000,0.00000,
8,CHA,40.121,7240.660,1,1,MSM_Rate_1C,3.37758,1.67012,0.01865,0.00000,0.06253,5.64098,9.50000,0.00000,
8,CHA,41.060,7241.599,1,1,MSM_Rate_1C,3.37858,1.67012,0.01909,0.00000,0.06400,5.64126,9.50000,0.00000,
8,CHA,42.014,7242.553,1,1,MSM_Rate_1C,3.37958,1.66977,0.01957,0.00000,0.06565,5.64311,9.50000,0.00000,
8,CHA,42.681,7243.220,1,1,MSM_Rate_1C,3.38014,1.66977,0.01988,0.00000,0.06669,5.64404,9.50000,0.00000,
8,CHA,43.013,7243.552,1,1,MSM_Rate_1C,3.38047,1.66977,0.01996,0.00000,0.06695,5.64441,9.50000,0.00000,
8,CHA,44.007,7244.546,1,1,MSM_Rate_1C,3.38147,1.67012,0.02050,0.00000,0.06877,5.64748,9.50000,0.00000,
8,CHA,45.060,7245.599,1,1,MSM_Rate_1C,3.38259,1.67012,0.02098,0.00000,0.07039,5.64934,9.50000,0.00000,
8,CHA,45.995,7246.534,1,1,MSM_Rate_1C,3.38336,1.66977,0.02135,0.00000,0.07165,5.64942,9.50000,0.00000,
8,CHA,47.039,7247.578,1,1,MSM_Rate_1C,3.38448,1.66977,0.02190,0.00000,0.07351,5.65128,9.50000,0.00000,
8,CHA,48.046,7248.585,1,1,MSM_Rate_1C,3.38537,1.67012,0.02227,0.00000,0.07477,5.65277,9.50000,0.00000,
8,CHA,49.007,7249.546,1,1,MSM_Rate_1C,3.38637,1.66977,0.02276,0.00000,0.07644,5.65444,9.50000,0.00000,
8,CHA,50.031,7250.570,1,1,MSM_Rate_1C,3.38737,1.66977,0.02320,0.00000,0.07790,5.65592,9.50000,0.00000,
8,CHA,51.076,7251.615,1,1,MSM_Rate_1C,3.38837,1.66977,0.02372,0.00000,0.07968,5.65759,9.50000,0.00000,
8,CHA,52.020,7252.559,1,1,MSM_Rate_1C,3.38915,1.66977,0.02412,0.00000,0.08103,5.65908,9.50000,0.00000,
8,CHA,52.903,7253.442,1,1,MSM_Rate_1C,3.39015,1.67012,0.02456,0.00000,0.08252,5.66159,9.50000,0.00000,
8,CHA,53.023,7253.562,1,1,MSM_Rate_1C,3.39026,1.66977,0.02466,0.00000,0.08287,5.66093,9.50000,0.00000,
8,CHA,54.024,7254.563,1,1,MSM_Rate_1C,3.39115,1.66977,0.02507,0.00000,0.08424,5.66223,9.50000,0.00000,
8,CHA,55.026,7255.565,1,1,MSM_Rate_1C,3.39204,1.66977,0.02561,0.00000,0.08608,5.66391,9.50000,0.00000,
8,CHA,56.024,7256.563,1,1,MSM_Rate_1C,3.39293,1.66977,0.02599,0.00000,0.08737,5.66520,9.50000,0.00000,
8,CHA,57.019,7257.558,1,1,MSM_Rate_1C,3.39382,1.66977,0.02653,0.00000,0.08922,5.66688,9.50000,0.00000,
8,CHA,58.016,7258.555,1,1,MSM_Rate_1C,3.39482,1.67012,0.02692,0.00000,0.09052,5.66957,9.50000,0.00000,
8,CHA,59.003,7259.542,1,1,MSM_Rate_1C,3.39559,1.66977,0.02745,0.00000,0.09234,5.66985,9.50000,0.00000,
8,CHA,59.997,7260.536,1,1,MSM_Rate_1C,3.39648,1.67012,0.02783,0.00000,0.09362,5.67133,9.50000,0.00000,
8,CHA,61.022,7261.561,1,1,MSM_Rate_1C,3.39748,1.67012,0.02839,0.00000,0.09552,5.67422,9.50000,0.00000,
8,CHA,61.984,7262.523,1,1,MSM_Rate_1C,3.39826,1.66977,0.02881,0.00000,0.09694,5.67430,9.50000,0.00000,
8,CHA,63.016,7263.555,1,1,MSM_Rate_1C,3.39915,1.66977,0.02924,0.00000,0.09842,5.67560,9.50000,0.00000,
8,CHA,64.001,7264.540,1,1,MSM_Rate_1C,3.40004,1.66977,0.02974,0.00000,0.10010,5.67727,9.50000,0.00000,
8,CHA,64.196,7264.735,1,1,MSM_Rate_1C,3.40026,1.66977,0.02986,0.00000,0.10053,5.67764,9.50000,0.00000,
8,CHA,65.137,7265.676,1,1,MSM_Rate_1C,3.40093,1.66977,0.03028,0.00000,0.10194,5.67876,9.50000,0.00000,
8,CHA,66.030,7266.569,1,1,MSM_Rate_1C,3.40171,1.66977,0.03067,0.00000,0.10328,5.68006,9.50000,0.00000,
8,CHA,67.025,7267.564,1,1,MSM_Rate_1C,3.40249,1.66977,0.03110,0.00000,0.10475,5.68136,9.50000,0.00000,
8,CHA,68.020,7268.559,1,1,MSM_Rate_1C,3.40349,1.66977,0.03164,0.00000,0.10656,5.68303,9.50000,0.00000,
8,CHA,69.093,7269.632,1,1,MSM_Rate_1C,3.40427,1.66977,0.03207,0.00000,0.10805,5.68433,9.50000,0.00000,
8,CHA,70.027,7270.566,1,1,MSM_Rate_1C,3.40493,1.67012,0.03247,0.00000,0.10939,5.68666,9.50000,0.00000,
8,CHA,71.031,7271.570,1,1,MSM_Rate_1C,3.40582,1.67012,0.03302,0.00000,0.11127,5.68814,9.50000,0.00000,
8,CHA,72.013,7272.552,1,1,MSM_Rate_1C,3.40671,1.67012,0.03343,0.00000,0.11268,5.68823,9.50000,0.00000,
8,CHA,73.014,7273.553,1,1,MSM_Rate_1C,3.40749,1.66977,0.03395,0.00000,0.11445,5.68971,9.50000,0.00000,
8,CHA,74.015,7274.554,1,1,MSM_Rate_1C,3.40827,1.66977,0.03432,0.00000,0.11570,5.69082,9.50000,0.00000,
8,CHA,75.010,7275.549,1,1,MSM_Rate_1C,3.40905,1.67012,0.03487,0.00000,0.11756,5.69353,9.50000,0.00000,
8,CHA,76.011,7276.550,1,1,MSM_Rate_1C,3.40983,1.67012,0.03525,0.00000,0.11887,5.69342,9.50000,0.00000,
8,CHA,76.466,7277.005,1,1,MSM_Rate_1C,3.41027,1.67012,0.03555,0.00000,0.11989,5.69557,9.50000,0.00000,
8,CHA,77.060,7277.599,1,1,MSM_Rate_1C,3.41071,1.66977,0.03579,0.00000,0.12071,5.69491,9.50000,0.00000,
8,CHA,78.032,7278.571,1,1,MSM_Rate_1C,3.41149,1.67012,0.03627,0.00000,0.12235,5.69761,9.50000,0.00000,
8,CHA,79.028,7279.567,1,1,MSM_Rate_1C,3.41216,1.67012,0.03668,0.00000,0.12374,5.69873,9.50000,0.00000,
8,CHA,80.025,7280.564,1,1,MSM_Rate_1C,3.41294,1.67012,0.03719,0.00000,0.12548,5.70003,9.50000,0.00000,
8,CHA,81.054,7281.593,1,1,MSM_Rate_1C,3.41372,1.66977,0.03762,0.00000,0.12696,5.70011,9.50000,0.00000,
8,CHA,82.040,7282.579,1,1,MSM_Rate_1C,3.41449,1.66977,0.03812,0.00000,0.12868,5.70141,9.50000,0.00000,
8,CHA,83.002,7283.541,1,1,MSM_Rate_1C,3.41516,1.66977,0.03856,0.00000,0.13017,5.70252,9.50000,0.00000,
8,CHA,84.006,7284.545,1,1,MSM_Rate_1C,3.41594,1.66977,0.03896,0.00000,0.13155,5.70486,9.50000,0.00000,
8,CHA,85.108,7285.647,1,1,MSM_Rate_1C,3.41672,1.67012,0.03954,0.00000,0.13353,5.70634,9.50000,0.00000,
8,CHA,86.053,7286.592,1,1,MSM_Rate_1C,3.41739,1.67012,0.03991,0.00000,0.13477,5.70623,9.50000,0.00000,
8,CHA,87.073,7287.612,1,1,MSM_Rate_1C,3.41816,1.66977,0.04046,0.00000,0.13666,5.70753,9.50000,0.00000,
8,CHA,87.975,7288.514,1,1,MSM_Rate_1C,3.41883,1.67012,0.04081,0.00000,0.13787,5.70987,9.50000,0.00000,
8,CHA,89.120,7289.659,1,1,MSM_Rate_1C,3.41961,1.66977,0.04132,0.00000,0.13961,5.70995,9.50000,0.00000,
8,CHA,89.889,7290.428,1,1,MSM_Rate_1C,3.42028,1.67012,0.04177,0.00000,0.14112,5.71228,9.50000,0.00000,
8,CHA,90.070,7290.609,1,1,MSM_Rate_1C,3.42028,1.66977,0.04177,0.00000,0.14112,5.71228,9.50000,0.00000,
8,CHA,91.067,7291.606,1,1,MSM_Rate_1C,3.42105,1.67012,0.04230,0.00000,0.14295,5.71358,9.50000,0.00000,
8,CHA,92.015,7292.554,1,1,MSM_Rate_1C,3.42172,1.67012,0.04276,0.00000,0.14454,5.71470,9.50000,0.00000,
8,CHA,93.071,7293.610,1,1,MSM_Rate_1C,3.42250,1.67012,0.04320,0.00000,0.14603,5.71581,9.50000,0.00000,
8,CHA,94.039,7294.578,1,1,MSM_Rate_1C,3.42317,1.66977,0.04364,0.00000,0.14753,5.71570,9.50000,0.00000,
8,CHA,95.125,7295.664,1,1,MSM_Rate_1C,3.42383,1.66977,0.04416,0.00000,0.14931,5.71700,9.50000,0.00000,
8,CHA,96.055,7296.594,1,1,MSM_Rate_1C,3.42450,1.67012,0.04458,0.00000,0.15076,5.71934,9.50000,0.00000,
8,CHA,97.060,7297.599,1,1,MSM_Rate_1C,3.42517,1.66977,0.04503,0.00000,0.15229,5.71904,9.50000,0.00000,
8,CHA,97.999,7298.538,1,1,MSM_Rate_1C,3.42584,1.66977,0.04552,0.00000,0.15397,5.72034,9.50000,0.00000,
8,CHA,99.111,7299.650,1,1,MSM_Rate_1C,3.42650,1.66977,0.04596,0.00000,0.15548,5.72146,9.50000,0.00000,
8,CHA,99.973,7300.512,1,1,MSM_Rate_1C,3.42717,1.67012,0.04640,0.00000,0.15698,5.72361,9.50000,0.00000,
8,CHA,101.107,7301.646,1,1,MSM_Rate_1C,3.42784,1.66977,0.04690,0.00000,0.15871,5.72368,9.50000,0.00000,
8,CHA,102.023,7302.562,1,1,MSM_Rate_1C,3.42850,1.66977,0.04733,0.00000,0.16018,5.72584,9.50000,0.00000,
8,CHA,103.040,7303.579,1,1,MSM_Rate_1C,3.42917,1.66977,0.04783,0.00000,0.16190,5.72591,9.50000,0.00000,
8,CHA,104.027,7304.566,1,1,MSM_Rate_1C,3.42973,1.66977,0.04826,0.00000,0.16336,5.72684,9.50000,0.00000,
8,CHA,104.717,7305.256,1,1,MSM_Rate_1C,3.43028,1.66977,0.04858,0.00000,0.16446,5.72881,9.50000,0.00000,
8,CHA,105.076,7305.615,1,1,MSM_Rate_1C,3.43050,1.66977,0.04880,0.00000,0.16522,5.72814,9.50000,0.00000,
8,CHA,106.031,7306.570,1,1,MSM_Rate_1C,3.43106,1.67012,0.04922,0.00000,0.16667,5.73029,9.50000,0.00000,
8,CHA,107.023,7307.562,1,1,MSM_Rate_1C,3.43173,1.66977,0.04965,0.00000,0.16814,5.73018,9.50000,0.00000,
8,CHA,108.003,7308.542,1,1,MSM_Rate_1C,3.43240,1.66977,0.05008,0.00000,0.16961,5.73111,9.50000,0.00000,
8,CHA,109.078,7309.617,1,1,MSM_Rate_1C,3.43306,1.66977,0.05061,0.00000,0.17142,5.73222,9.50000,0.00000,
8,CHA,110.034,7310.573,1,1,MSM_Rate_1C,3.43373,1.66977,0.05108,0.00000,0.17303,5.73457,9.50000,0.00000,
