

Measurement ID,6441,
Battery Name,LG M50,
Battery Type,
Circuit,MCCD_1266,
Program,167 - MSM_Rate_1C,
Start Time,8/26/2020 12:00:37 PM,
End Time,8/27/2020 6:30:55 AM,
Test section,TS006129,
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001
5,PAU,6960.11,6960.321,0,0,MSM_Rate_1C,3.21592,0,0,0,0,0,-0.4
5,PAU,7080.126,7080.337,0,0,MSM_Rate_1C,3.21592,0,0,0,0,0,-0.4
5,PAU,7200.097,7200.308,0,0,MSM_Rate_1C,3.21604,0,0,0,0,0,-0.4
5,PAU,7200.097,7200.308,0,0,MSM_Rate_1C,3.21604,0,0,0,0,0,-0.4
7,RANGE,0,7200.342,1,1,MSM_Rate_1C,3.21604,0,0,0,0,0,-0.4
7,RANGE,0,7200.342,1,1,MSM_Rate_1C,3.21604,0,0,0,0,0,-0.4
8,CHA,0,7200.343,1,1,MSM_Rate_1C,3.33978,1.66512,0,0,0,0,-0.4
8,CHA,0.189,7200.532,1,1,MSM_Rate_1C,3.35323,1.66619,0.00008,0,0.00027,5.56112,-0.4
8,CHA,0.328,7200.671,1,1,MSM_Rate_1C,3.38025,1.66834,0.00019,0,0.00064,5.60324,-0.4
8,CHA,0.667,7201.01,1,1,MSM_Rate_1C,3.39215,1.66905,0.00029,0,0.00098,5.66166,-0.4
8,CHA,1.064,7201.407,1,1,MSM_Rate_1C,3.40171,1.66977,0.0005,0,0.00168,5.68006,-0.4
8,CHA,1.247,7201.59,1,1,MSM_Rate_1C,3.40271,1.66977,0.00056,0,0.00191,5.68006,-0.4
8,CHA,2.102,7202.445,1,1,MSM_Rate_1C,3.40838,1.66977,0.00099,0,0.00337,5.69045,-0.4
8,CHA,2.976,7203.319,1,1,MSM_Rate_1C,3.41138,1.67012,0.0014,0,0.00475,5.69584,-0.4
8,CHA,3.564,7203.907,1,1,MSM_Rate_1C,3.41294,1.66977,0.00168,0,0.00573,5.69825,-0.4
8,CHA,4.078,7204.421,1,1,MSM_Rate_1C,3.41383,1.66977,0.00191,0,0.00651,5.70011,-0.4
8,CHA,5.058,7205.401,1,1,MSM_Rate_1C,3.41583,1.66977,0.00229,0,0.0078,5.70363,-0.4
8,CHA,6.028,7206.371,1,1,MSM_Rate_1C,3.41761,1.66977,0.00279,0,0.00952,5.70642,-0.4
8,CHA,7.05,7207.393,1,1,MSM_Rate_1C,3.41928,1.66977,0.00329,0,0.0112,5.7092,-0.4
8,CHA,8.014,7208.357,1,1,MSM_Rate_1C,3.42083,1.67012,0.00366,0,0.01248,5.71321,-0.4
8,CHA,9.029,7209.372,1,1,MSM_Rate_1C,3.42239,1.66977,0.00413,0,0.0141,5.71459,-0.4
8,CHA,9.266,7209.609,1,1,MSM_Rate_1C,3.42294,1.66977,0.00431,0,0.0147,5.71655,-0.4
8,CHA,10.051,7210.394,1,1,MSM_Rate_1C,3.42406,1.66977,0.00463,0,0.01581,5.71737,-0.4
8,CHA,11.066,7211.409,1,1,MSM_Rate_1C,3.42539,1.66977,0.00508,0,0.01733,5.7196,-0.4
8,CHA,12.031,7212.374,1,1,MSM_Rate_1C,3.42695,1.66977,0.00561,0,0.01917,5.72201,-0.4
8,CHA,13.039,7213.382,1,1,MSM_Rate_1C,3.42828,1.66977,0.00602,0,0.02055,5.72443,-0.4
8,CHA,14.032,7214.375,1,1,MSM_Rate_1C,3.42962,1.66977,0.00648,0,0.02215,5.72665,-0.4
8,CHA,15.077,7215.42,1,1,MSM_Rate_1C,3.43095,1.67012,0.00697,0,0.02383,5.73011,-0.4
8,CHA,15.973,7216.316,1,1,MSM_Rate_1C,3.43217,1.66977,0.00738,0,0.02522,5.73092,-0.4
8,CHA,16.623,7216.966,1,1,MSM_Rate_1C,3.43295,1.67012,0.00767,0,0.02623,5.73345,-0.4
8,CHA,17.053,7217.396,1,1,MSM_Rate_1C,3.43351,1.66977,0.00786,0,0.02688,5.73315,-0.4
8,CHA,18.017,7218.36,1,1,MSM_Rate_1C,3.43484,1.66977,0.00839,0,0.02868,5.73501,-0.4
8,CHA,19.044,7219.387,1,1,MSM_Rate_1C,3.43595,1.66977,0.00887,0,0.03035,5.73705,-0.4
8,CHA,19.982,7220.325,1,1,MSM_Rate_1C,3.43706,1.67012,0.00922,0,0.03156,5.74032,-0.4
8,CHA,21.029,7221.372,1,1,MSM_Rate_1C,3.4384,1.66977,0.00971,0,0.03322,5.74132,-0.4
8,CHA,22.047,7222.39,1,1,MSM_Rate_1C,3.43973,1.66977,0.01023,0,0.03502,5.74355,-0.4
8,CHA,23.008,7223.351,1,1,MSM_Rate_1C,3.44084,1.66977,0.0107,0,0.03665,5.74503,-0.4
8,CHA,24.023,7224.366,1,1,MSM_Rate_1C,3.44185,1.66977,0.01115,0,0.03818,5.74708,-0.4
8,CHA,24.833,7225.176,1,1,MSM_Rate_1C,3.44296,1.66977,0.01152,0,0.03946,5.74893,-0.4
8,CHA,25.055,7225.398,1,1,MSM_Rate_1C,3.44307,1.66977,0.01158,0,0.03968,5.74912,-0.4
8,CHA,26.091,7226.434,1,1,MSM_Rate_1C,3.44429,1.67012,0.01213,0,0.04155,5.75221,-0.4
8,CHA,27.04,7227.383,1,1,MSM_Rate_1C,3.4454,1.67012,0.01252,0,0.04292,5.75425,-0.4
8,CHA,27.995,7228.338,1,1,MSM_Rate_1C,3.4464,1.67012,0.013,0,0.04454,5.75592,-0.4
8,CHA,29.052,7229.395,1,1,MSM_Rate_1C,3.44763,1.66977,0.01351,0,0.04631,5.75654,-0.4
8,CHA,30.018,7230.361,1,1,MSM_Rate_1C,3.44863,1.67012,0.01389,0,0.04764,5.75963,-0.4
8,CHA,31.035,7231.378,1,1,MSM_Rate_1C,3.44963,1.66977,0.0144,0,0.0494,5.75988,-0.4
8,CHA,32.036,7232.379,1,1,MSM_Rate_1C,3.45074,1.66977,0.01481,0,0.05079,5.76193,-0.4
8,CHA,33.016,7233.359,1,1,MSM_Rate_1C,3.45185,1.66977,0.01534,0,0.05263,5.7636,-0.4
8,CHA,34.042,7234.385,1,1,MSM_Rate_1C,3.45285,1.67012,0.01583,0,0.05431,5.76527,-0.4
8,CHA,34.103,7234.446,1,1,MSM_Rate_1C,3.45307,1.67012,0.01583,0,0.05431,5.76706,-0.4
8,CHA,35.01,7235.353,1,1,MSM_Rate_1C,3.45385,1.66977,0.01618,0,0.05554,5.76713,-0.4
8,CHA,36.054,7236.397,1,1,MSM_Rate_1C,3.45496,1.66977,0.01676,0,0.05752,5.76861,-0.4
8,CHA,37.032,7237.375,1,1,MSM_Rate_1C,3.45597,1.66977,0.01714,0,0.05884,5.77065,-0.4
8,CHA,38.051,7238.394,1,1,MSM_Rate_1C,3.45697,1.66977,0.0176,0,0.06045,5.77232,-0.4
8,CHA,39.077,7239.42,1,1,MSM_Rate_1C,3.45797,1.66977,0.0181,0,0.06217,5.77399,-0.4
8,CHA,40.057,7240.4,1,1,MSM_Rate_1C,3.45908,1.67012,0.01862,0,0.06396,5.77672,-0.4
8,CHA,41.026,7241.369,1,1,MSM_Rate_1C,3.45986,1.66977,0.01898,0,0.06521,5.77715,-0.4
8,CHA,41.985,7242.328,1,1,MSM_Rate_1C,3.46075,1.66977,0.01944,0,0.0668,5.77864,-0.4
8,CHA,43.056,7243.399,1,1,MSM_Rate_1C,3.46175,1.66977,0.01993,0,0.06849,5.78031,-0.4
8,CHA,44.018,7244.361,1,1,MSM_Rate_1C,3.46275,1.67012,0.02043,0,0.07022,5.78179,-0.4
8,CHA,44.307,7244.65,1,1,MSM_Rate_1C,3.46308,1.66977,0.02058,0,0.07076,5.78359,-0.4
8,CHA,45.12,7245.463,1,1,MSM_Rate_1C,3.46386,1.66977,0.02094,0,0.072,5.78489,-0.4
8,CHA,46.004,7246.347,1,1,MSM_Rate_1C,3.46464,1.66977,0.02136,0,0.07344,5.78495,-0.4
8,CHA,47.046,7247.389,1,1,MSM_Rate_1C,3.46564,1.67012,0.02183,0,0.07507,5.78804,-0.4
8,CHA,48.002,7248.345,1,1,MSM_Rate_1C,3.46653,1.66977,0.0223,0,0.07669,5.78916,-0.4
8,CHA,49.051,7249.394,1,1,MSM_Rate_1C,3.46742,1.67012,0.02278,0,0.07838,5.79083,-0.4
8,CHA,50.029,7250.372,1,1,MSM_Rate_1C,3.46831,1.66977,0.0232,0,0.07982,5.79126,-0.4
8,CHA,51.043,7251.386,1,1,MSM_Rate_1C,3.4692,1.67012,0.02367,0,0.08147,5.79399,-0.4
8,CHA,52.132,7252.475,1,1,MSM_Rate_1C,3.47009,1.66977,0.02418,0,0.08324,5.79404,-0.4
8,CHA,53.098,7253.441,1,1,MSM_Rate_1C,3.47098,1.66977,0.02459,0,0.08464,5.79571,-0.4
8,CHA,53.99,7254.333,1,1,MSM_Rate_1C,3.47175,1.66977,0.02506,0,0.08628,5.79683,-0.3
8,CHA,55.052,7255.395,1,1,MSM_Rate_1C,3.47275,1.67012,0.02557,0,0.08804,5.79956,-0.3
8,CHA,55.473,7255.816,1,1,MSM_Rate_1C,3.47309,1.67012,0.02572,0,0.08857,5.80048,-0.3
8,CHA,56.055,7256.398,1,1,MSM_Rate_1C,3.47353,1.66977,0.02602,0,0.08962,5.80123,-0.3
8,CHA,57.036,7257.379,1,1,MSM_Rate_1C,3.47431,1.67012,0.02649,0,0.09126,5.8011,-0.3
8,CHA,58.008,7258.351,1,1,MSM_Rate_1C,3.47531,1.67012,0.02691,0,0.09271,5.8042,-0.3
8,CHA,59.034,7259.377,1,1,MSM_Rate_1C,3.47609,1.66977,0.0274,0,0.09441,5.80531,-0.3
8,CHA,60.038,7260.381,1,1,MSM_Rate_1C,3.47687,1.66977,0.02783,0,0.09591,5.80555,-0.3
8,CHA,61.068,7261.411,1,1,MSM_Rate_1C,3.47776,1.67012,0.02831,0,0.09756,5.80828,-0.3
8,CHA,62.079,7262.422,1,1,MSM_Rate_1C,3.47854,1.67012,0.02882,0,0.09934,5.80815,-0.3
8,CHA,63.072,7263.415,1,1,MSM_Rate_1C,3.47931,1.67012,0.02924,0,0.1008,5.81088,-0.3
8,CHA,64.063,7264.406,1,1,MSM_Rate_1C,3.48009,1.66977,0.02973,0,0.10253,5.81075,-0.3
8,CHA,65.043,7265.386,1,1,MSM_Rate_1C,3.48087,1.66977,0.03014,0,0.10395,5.81224,-0.3
8,CHA,66.037,7266.38,1,1,MSM_Rate_1C,3.48165,1.67012,0.03065,0,0.10573,5.8146,-0.3
8,CHA,67.003,7267.346,1,1,MSM_Rate_1C,3.48243,1.66977,0.03104,0,0.10706,5.81484,-0.3
8,CHA,67.795,7268.138,1,1,MSM_Rate_1C,3.48309,1.67012,0.03145,0,0.10851,5.8172,-0.3
8,CHA,68.047,7268.39,1,1,MSM_Rate_1C,3.4832,1.66977,0.03152,0,0.10876,5.81614,-0.3
8,CHA,69.008,7269.351,1,1,MSM_Rate_1C,3.48398,1.67012,0.03203,0,0.11051,5.8185,-0.3
8,CHA,70.069,7270.412,1,1,MSM_Rate_1C,3.48476,1.67012,0.03253,0,0.11225,5.81855,-0.3
8,CHA,71.056,7271.399,1,1,MSM_Rate_1C,3.48554,1.66977,0.03294,0,0.11371,5.82003,-0.3
8,CHA,72.034,7272.377,1,1,MSM_Rate_1C,3.48621,1.66977,0.03344,0,0.11546,5.82096,-0.3
8,CHA,73.051,7273.394,1,1,MSM_Rate_1C,3.4871,1.67012,0.03392,0,0.11712,5.82351,-0.3
8,CHA,74.037,7274.38,1,1,MSM_Rate_1C,3.48765,1.66977,0.03428,0,0.11839,5.82356,-0.3
8,CHA,75.07,7275.413,1,1,MSM_Rate_1C,3.48843,1.66977,0.03478,0,0.12012,5.82486,-0.3
8,CHA,75.993,7276.336,1,1,MSM_Rate_1C,3.4891,1.67012,0.03524,0,0.12172,5.82598,-0.3
8,CHA,77.033,7277.376,1,1,MSM_Rate_1C,3.48988,1.67012,0.03572,0,0.12339,5.82709,-0.3
8,CHA,78.04,7278.383,1,1,MSM_Rate_1C,3.49054,1.66977,0.03614,0,0.12486,5.82839,-0.3
8,CHA,79.055,7279.398,1,1,MSM_Rate_1C,3.49132,1.67012,0.03669,0,0.12677,5.82969,-0.3
8,CHA,80.026,7280.369,1,1,MSM_Rate_1C,3.49199,1.67012,0.0371,0,0.12819,5.83205,-0.3
8,CHA,81.084,7281.427,1,1,MSM_Rate_1C,3.49266,1.66977,0.03758,0,0.12988,5.83192,-0.3
8,CHA,81.582,7281.925,1,1,MSM_Rate_1C,3.4931,1.67012,0.03788,0,0.13094,5.83372,-0.3
8,CHA,81.982,7282.325,1,1,MSM_Rate_1C,3.49343,1.66977,0.03806,0,0.13156,5.83303,-0.3
8,CHA,83.003,7283.346,1,1,MSM_Rate_1C,3.4941,1.66977,0.03854,0,0.13324,5.83539,-0.3
8,CHA,84.029,7284.372,1,1,MSM_Rate_1C,3.49477,1.66977,0.03901,0,0.13488,5.83544,-0.3
8,CHA,85.059,7285.402,1,1,MSM_Rate_1C,3.49543,1.66977,0.03944,0,0.13638,5.83656,-0.3
8,CHA,86.074,7286.417,1,1,MSM_Rate_1C,3.49621,1.67012,0.03992,0,0.13806,5.83911,-0.3
8,CHA,87.067,7287.41,1,1,MSM_Rate_1C,3.49677,1.66977,0.04041,0,0.13978,5.8386,-0.3
8,CHA,88.044,7288.387,1,1,MSM_Rate_1C,3.49744,1.66977,0.04082,0,0.14123,5.8399,-0.3
8,CHA,89.013,7289.356,1,1,MSM_Rate_1C,3.4981,1.66977,0.04132,0,0.14296,5.84208,-0.3
8,CHA,89.998,7290.341,1,1,MSM_Rate_1C,3.49866,1.66977,0.04172,0,0.14437,5.84194,-0.3
8,CHA,91.021,7291.364,1,1,MSM_Rate_1C,3.49933,1.66977,0.0422,0,0.14604,5.84305,-0.3
8,CHA,92.053,7292.396,1,1,MSM_Rate_1C,3.5001,1.67012,0.0427,0,0.1478,5.84561,-0.3
8,CHA,93.058,7293.401,1,1,MSM_Rate_1C,3.50066,1.66977,0.0432,0,0.14955,5.84653,-0.3
8,CHA,94.018,7294.361,1,1,MSM_Rate_1C,3.50133,1.67012,0.04359,0,0.15091,5.84765,-0.3
8,CHA,95.047,7295.39,1,1,MSM_Rate_1C,3.50199,1.66977,0.04412,0,0.15277,5.84839,-0.3
8,CHA,96.005,7296.348,1,1,MSM_Rate_1C,3.50244,1.66977,0.04448,0,0.15402,5.84825,-0.3
8,CHA,96.965,7297.308,1,1,MSM_Rate_1C,3.50311,1.66977,0.04495,0,0.15567,5.84937,-0.3
8,CHA,96.965,7297.308,1,1,MSM_Rate_1C,3.50311,1.66977,0.04495,0,0.15567,5.84937,-0.3
8,CHA,98.05,7298.393,1,1,MSM_Rate_1C,3.50377,1.67012,0.04546,0,0.15744,5.85173,-0.3
8,CHA,99.006,7299.349,1,1,MSM_Rate_1C,3.50433,1.67012,0.04594,0,0.15915,5.85266,-0.3
8,CHA,100.009,7300.352,1,1,MSM_Rate_1C,3.50489,1.66977,0.04635,0,0.16056,5.85234,-0.3
8,CHA,100.999,7301.342,1,1,MSM_Rate_1C,3.50555,1.66977,0.04687,0,0.1624,5.85327,-0.2
8,CHA,102.032,7302.375,1,1,MSM_Rate_1C,3.50622,1.67012,0.04737,0,0.16413,5.85438,-0.2
8,CHA,103.021,7303.364,1,1,MSM_Rate_1C,3.50678,1.66977,0.04773,0,0.1654,5.85549,-0.2
8,CHA,104.054,7304.397,1,1,MSM_Rate_1C,3.50733,1.66977,0.04821,0,0.16709,5.85642,-0.2
8,CHA,105.039,7305.382,1,1,MSM_Rate_1C,3.50789,1.66977,0.04876,0,0.16903,5.85735,-0.2
8,CHA,106.014,7306.357,1,1,MSM_Rate_1C,3.50844,1.66977,0.04912,0,0.17028,5.85828,-0.2
8,CHA,107.05,7307.393,1,1,MSM_Rate_1C,3.509,1.67012,0.04962,0,0.17202,5.86046,-0.2
8,CHA,108.016,7308.359,1,1,MSM_Rate_1C,3.50967,1.67012,0.05013,0,0.17384,5.86139,-0.2
8,CHA,109.036,7309.379,1,1,MSM_Rate_1C,3.51022,1.67012,0.05061,0,0.17551,5.8625,-0.2
8,CHA,110.07,7310.413,1,1,MSM_Rate_1C,3.51078,1.66977,0.05108,0,0.17718,5.86343,-0.2
8,CHA,111.013,7311.356,1,1,MSM_Rate_1C,3.51133,1.67012,0.05146,0,0.17851,5.86436,-0.2
8,CHA,112.058,7312.401,1,1,MSM_Rate_1C,3.51189,1.67012,0.05197,0,0.18028,5.86529,-0.2
8,CHA,113.086,7313.429,1,1,MSM_Rate_1C,3.51256,1.67012,0.05244,0,0.18194,5.8664,-0.2
8,CHA,114.003,7314.346,1,1,MSM_Rate_1C,3.513,1.66977,0.05286,0,0.1834,5.86589,-0.2
8,CHA,114.116,7314.459,1,1,MSM_Rate_1C,3.51311,1.66977,0.05295,0,0.18375,5.86589,-0.2
8,CHA,115.029,7315.372,1,1,MSM_Rate_1C,3.51356,1.66977,0.05338,0,0.18524,5.86789,-0.2
8,CHA,116.066,7316.409,1,1,MSM_Rate_1C,3.51411,1.66977,0.05387,0,0.18697,5.86756,-0.2
8,CHA,116.997,7317.34,1,1,MSM_Rate_1C,3.51467,1.66977,0.0543,0,0.18847,5.86849,-0.2
8,CHA,118.044,7318.387,1,1,MSM_Rate_1C,3.51523,1.66977,0.05479,0,0.19021,5.86942,-0.2
8,CHA,119.044,7319.387,1,1,MSM_Rate_1C,3.51578,1.67012,0.05522,0,0.19171,5.87179,-0.2
8,CHA,120.02,7320.363,1,1,MSM_Rate_1C,3.51623,1.67012,0.05571,0,0.19343,5.87253,-0.2
8,CHA,121.054,7321.397,1,1,MSM_Rate_1C,3.51678,1.67012,0.05618,0,0.19509,5.8722,-0.2
8,CHA,122.04,7322.383,1,1,MSM_Rate_1C,3.51734,1.67012,0.05664,0,0.19669,5.87294,-0.2
8,CHA,123.028,7323.371,1,1,MSM_Rate_1C,3.51778,1.67012,0.05709,0,0.19829,5.87387,-0.2
8,CHA,124.034,7324.377,1,1,MSM_Rate_1C,3.51823,1.66977,0.05751,0,0.19977,5.87461,-0.2
8,CHA,125.037,7325.38,1,1,MSM_Rate_1C,3.51878,1.67012,0.058,0,0.20149,5.8768,-0.2
8,CHA,126.048,7326.391,1,1,MSM_Rate_1C,3.51923,1.67012,0.05849,0,0.20321,5.87754,-0.2
8,CHA,127.051,7327.394,1,1,MSM_Rate_1C,3.51978,1.66977,0.05892,0,0.20474,5.87721,-0.2
8,CHA,128.034,7328.377,1,1,MSM_Rate_1C,3.52023,1.66977,0.05942,0,0.20649,5.87903,-0.2
8,CHA,129.034,7329.377,1,1,MSM_Rate_1C,3.52078,1.66977,0.05981,0,0.20787,5.87888,-0.2
8,CHA,130.026,7330.369,1,1,MSM_Rate_1C,3.52123,1.67012,0.06029,0,0.20953,5.88089,-0.2
8,CHA,131.032,7331.375,1,1,MSM_Rate_1C,3.52178,1.67012,0.06077,0,0.21124,5.88181,-0.2
8,CHA,132.026,7332.369,1,1,MSM_Rate_1C,3.52223,1.67012,0.06125,0,0.21294,5.88256,-0.2
8,CHA,133.012,7333.355,1,1,MSM_Rate_1C,3.52267,1.66977,0.06173,0,0.21464,5.88185,-0.2
8,CHA,133.865,7334.208,1,1,MSM_Rate_1C,3.52312,1.66977,0.06213,0,0.21602,5.8826,-0.2
8,CHA,134.054,7334.397,1,1,MSM_Rate_1C,3.52323,1.67012,0.06222,0,0.21635,5.88278,-0.2
8,CHA,135.038,7335.381,1,1,MSM_Rate_1C,3.52356,1.66977,0.06263,0,0.2178,5.88353,-0.2
8,CHA,136.015,7336.358,1,1,MSM_Rate_1C,3.52412,1.66977,0.06312,0,0.2195,5.88445,-0.2
8,CHA,137.035,7337.378,1,1,MSM_Rate_1C,3.52456,1.66977,0.06355,0,0.22102,5.8852,-0.2
8,CHA,138.033,7338.376,1,1,MSM_Rate_1C,3.52501,1.66977,0.06405,0,0.22281,5.88594,-0.2
8,CHA,139.031,7339.374,1,1,MSM_Rate_1C,3.52545,1.66977,0.06446,0,0.22424,5.88668,-0.2
8,CHA,140.034,7340.377,1,1,MSM_Rate_1C,3.5259,1.66977,0.06499,0,0.22612,5.88742,-0.2
8,CHA,141.047,7341.39,1,1,MSM_Rate_1C,3.52645,1.66977,0.0654,0,0.22756,5.88835,-0.2
8,CHA,142.039,7342.382,1,1,MSM_Rate_1C,3.5269,1.67012,0.06591,0,0.22934,5.89017,-0.2
8,CHA,143.036,7343.379,1,1,MSM_Rate_1C,3.52723,1.66977,0.06629,0,0.23069,5.88965,-0.2
8,CHA,143.968,7344.311,1,1,MSM_Rate_1C,3.52768,1.66977,0.06677,0,0.2324,5.89039,-0.2
8,CHA,145.017,7345.36,1,1,MSM_Rate_1C,3.52812,1.66977,0.06725,0,0.23408,5.89114,-0.2
8,CHA,146.106,7346.449,1,1,MSM_Rate_1C,3.52868,1.66977,0.06774,0,0.23581,5.89207,-0.2
8,CHA,147.025,7347.368,1,1,MSM_Rate_1C,3.52901,1.67012,0.06815,0,0.23725,5.89388,-0.2
8,CHA,147.994,7348.337,1,1,MSM_Rate_1C,3.52946,1.66977,0.06866,0,0.23905,5.89318,-0.2
8,CHA,149.012,7349.355,1,1,MSM_Rate_1C,3.5299,1.67012,0.06913,0,0.24073,5.89518,-0.2
